full_id,class,event,Event_start_time,Event_end_time,Subaction_start,Subaction_end,videoname,stages
BLzs5opw8uM_E_000826_000920_A_0019_0020,67,3,826.4,920.12,845.4599999999999,846.5,BLzs5opw8uM,1
BLzs5opw8uM_E_000826_000920_A_0034_0034,43,3,826.4,920.12,860.66,861.3,BLzs5opw8uM,1
BLzs5opw8uM_E_000826_000920_A_0068_0069,58,3,826.4,920.12,894.9399999999999,896.26,BLzs5opw8uM,1
BLzs5opw8uM_E_001044_001143_A_0020_0020,43,3,1044.92,1143.4,1065.01,1065.74,BLzs5opw8uM,1
BLzs5opw8uM_E_001044_001143_A_0047_0048,67,3,1044.92,1143.4,1092.8000000000002,1093.8000000000002,BLzs5opw8uM,1
BLzs5opw8uM_E_001044_001143_A_0048_0050,59,3,1044.92,1143.4,1093.8400000000001,1095.04,BLzs5opw8uM,1
BLzs5opw8uM_E_001044_001143_A_0076_0078,58,3,1044.92,1143.4,1121.88,1123.2,BLzs5opw8uM,1
BLzs5opw8uM_E_001044_001143_A_0095_0098,73,3,1044.92,1143.4,1140.88,1143.38,BLzs5opw8uM,1
BLzs5opw8uM_E_001410_001502_A_0028_0029,67,3,1410.32,1502.84,1438.9299999999998,1439.97,BLzs5opw8uM,1
BLzs5opw8uM_E_001410_001502_A_0029_0030,59,3,1410.32,1502.84,1440.01,1441.21,BLzs5opw8uM,1
BLzs5opw8uM_E_001410_001502_A_0034_0035,43,3,1410.32,1502.84,1445.09,1445.77,BLzs5opw8uM,1
BLzs5opw8uM_E_001410_001502_A_0042_0043,58,3,1410.32,1502.84,1452.45,1453.8899999999999,BLzs5opw8uM,1
BLzs5opw8uM_E_001671_001766_A_0029_0029,67,3,1671.8,1766.36,1700.83,1701.79,BLzs5opw8uM,1
BLzs5opw8uM_E_001671_001766_A_0030_0030,60,3,1671.8,1766.36,1701.83,1702.79,BLzs5opw8uM,1
BLzs5opw8uM_E_001671_001766_A_0038_0039,49,3,1671.8,1766.36,1710.79,1711.6299999999999,BLzs5opw8uM,1
BLzs5opw8uM_E_001671_001766_A_0043_0043,55,3,1671.8,1766.36,1714.83,1715.75,BLzs5opw8uM,1
BLzs5opw8uM_E_001671_001766_A_0090_0091,67,3,1671.8,1766.36,1761.9099999999999,1762.83,BLzs5opw8uM,1
BLzs5opw8uM_E_002085_002171_A_0011_0012,58,3,2085.8,2171.92,2096.9100000000003,2098.03,BLzs5opw8uM,1
BLzs5opw8uM_E_002085_002171_A_0025_0026,60,3,2085.8,2171.92,2111.15,2112.19,BLzs5opw8uM,1
BLzs5opw8uM_E_002085_002171_A_0034_0035,60,3,2085.8,2171.92,2120.4700000000003,2121.63,BLzs5opw8uM,1
BLzs5opw8uM_E_002085_002171_A_0037_0038,43,3,2085.8,2171.92,2123.3100000000004,2123.9900000000002,BLzs5opw8uM,1
BLzs5opw8uM_E_002085_002171_A_0038_0039,43,3,2085.8,2171.92,2124.79,2125.79,BLzs5opw8uM,1
BLzs5opw8uM_E_002085_002171_A_0051_0052,67,3,2085.8,2171.92,2137.07,2138.11,BLzs5opw8uM,1
BLzs5opw8uM_E_002085_002171_A_0052_0053,59,3,2085.8,2171.92,2138.15,2139.11,BLzs5opw8uM,1
BLzs5opw8uM_E_002316_002397_A_0019_0020,58,3,2316.4,2397.56,2335.55,2336.59,BLzs5opw8uM,1
BLzs5opw8uM_E_002316_002397_A_0024_0025,43,3,2316.4,2397.56,2340.83,2341.55,BLzs5opw8uM,1
BLzs5opw8uM_E_002316_002397_A_0036_0037,67,3,2316.4,2397.56,2353.35,2354.39,BLzs5opw8uM,1
BLzs5opw8uM_E_002316_002397_A_0038_0038,60,3,2316.4,2397.56,2354.4300000000003,2355.07,BLzs5opw8uM,1
BLzs5opw8uM_E_002316_002397_A_0049_0051,62,3,2316.4,2397.56,2366.31,2367.87,BLzs5opw8uM,1
BLzs5opw8uM_E_002316_002397_A_0067_0068,49,3,2316.4,2397.56,2383.63,2384.4300000000003,BLzs5opw8uM,1
BLzs5opw8uM_E_002316_002397_A_0078_0081,72,3,2316.4,2397.56,2394.75,2397.54,BLzs5opw8uM,1
BLzs5opw8uM_E_002493_002590_A_0015_0016,55,3,2493.04,2590.28,2508.66,2509.94,BLzs5opw8uM,1
BLzs5opw8uM_E_002493_002590_A_0020_0021,43,3,2493.04,2590.28,2513.74,2514.46,BLzs5opw8uM,1
BLzs5opw8uM_E_002493_002590_A_0032_0033,65,3,2493.04,2590.28,2525.14,2526.5,BLzs5opw8uM,1
BLzs5opw8uM_E_002493_002590_A_0041_0041,42,3,2493.04,2590.28,2534.2599999999998,2534.98,BLzs5opw8uM,1
BLzs5opw8uM_E_002493_002590_A_0064_0065,67,3,2493.04,2590.28,2557.86,2558.7799999999997,BLzs5opw8uM,1
BLzs5opw8uM_E_002493_002590_A_0065_0067,59,3,2493.04,2590.28,2558.82,2560.1,BLzs5opw8uM,1
BLzs5opw8uM_E_002493_002590_A_0074_0075,47,3,2493.04,2590.28,2567.74,2568.7799999999997,BLzs5opw8uM,1
BLzs5opw8uM_E_002493_002590_A_0076_0077,58,3,2493.04,2590.28,2569.58,2570.7799999999997,BLzs5opw8uM,1
BLzs5opw8uM_E_002493_002590_A_0094_0097,73,3,2493.04,2590.28,2587.58,2590.2599999999998,BLzs5opw8uM,1
BLzs5opw8uM_E_003391_003423_A_0013_0016,77,4,3391.08,3423.8,3404.95,3407.94,BLzs5opw8uM,1
BLzs5opw8uM_E_004323_004411_A_0008_0009,55,3,4323.44,4411.04,4331.54,4332.7,BLzs5opw8uM,1
BLzs5opw8uM_E_004323_004411_A_0015_0016,59,3,4323.44,4411.04,4339.0199999999995,4340.379999999999,BLzs5opw8uM,1
BLzs5opw8uM_E_004323_004411_A_0029_0030,63,3,4323.44,4411.04,4353.339999999999,4354.219999999999,BLzs5opw8uM,1
BLzs5opw8uM_E_004323_004411_A_0037_0039,62,3,4323.44,4411.04,4361.419999999999,4362.66,BLzs5opw8uM,1
BLzs5opw8uM_E_004323_004411_A_0040_0041,58,3,4323.44,4411.04,4363.58,4364.54,BLzs5opw8uM,1
BLzs5opw8uM_E_004323_004411_A_0054_0055,47,3,4323.44,4411.04,4377.58,4378.5,BLzs5opw8uM,1
BLzs5opw8uM_E_004323_004411_A_0055_0056,43,3,4323.44,4411.04,4379.0599999999995,4380.099999999999,BLzs5opw8uM,1
BLzs5opw8uM_E_004323_004411_A_0072_0073,49,3,4323.44,4411.04,4395.94,4396.7,BLzs5opw8uM,1
BLzs5opw8uM_E_004523_004561_A_0008_0010,88,4,4523.12,4561.12,4531.45,4533.26,BLzs5opw8uM,1
BLzs5opw8uM_E_004523_004561_A_0014_0015,88,4,4523.12,4561.12,4537.44,4539.0,BLzs5opw8uM,1
BLzs5opw8uM_E_004942_005045_A_0025_0026,43,3,4942.72,5045.0,4968.610000000001,4969.33,BLzs5opw8uM,1
BLzs5opw8uM_E_004942_005045_A_0038_0039,67,3,4942.72,5045.0,4981.09,4982.05,BLzs5opw8uM,1
BLzs5opw8uM_E_004942_005045_A_0039_0040,59,3,4942.72,5045.0,4982.09,4982.81,BLzs5opw8uM,1
BLzs5opw8uM_E_004942_005045_A_0059_0061,62,3,4942.72,5045.0,5002.610000000001,5004.610000000001,BLzs5opw8uM,1
BLzs5opw8uM_E_004942_005045_A_0072_0074,63,3,4942.72,5045.0,5015.6900000000005,5016.93,BLzs5opw8uM,1
BLzs5opw8uM_E_004942_005045_A_0085_0085,47,3,4942.72,5045.0,5027.77,5028.650000000001,BLzs5opw8uM,1
BLzs5opw8uM_E_004942_005045_A_0087_0088,58,3,4942.72,5045.0,5030.05,5031.29,BLzs5opw8uM,1
BQhX6F3gpp8_E_003100_003210_A_0039_0040,62,3,3100.84,3210.12,3140.38,3141.5,BQhX6F3gpp8,1
BQhX6F3gpp8_E_003100_003210_A_0040_0041,59,3,3100.84,3210.12,3141.54,3142.42,BQhX6F3gpp8,1
BQhX6F3gpp8_E_003413_003501_A_0028_0029,62,3,3413.96,3501.4,3442.45,3443.81,BQhX6F3gpp8,1
BQhX6F3gpp8_E_003413_003501_A_0029_0030,59,3,3413.96,3501.4,3443.89,3444.85,BQhX6F3gpp8,1
BQhX6F3gpp8_E_003413_003501_A_0072_0073,43,3,3413.96,3501.4,3486.53,3487.29,BQhX6F3gpp8,1
BQhX6F3gpp8_E_003642_003747_A_0025_0026,63,3,3642.8,3747.04,3667.8700000000003,3669.1000000000004,BQhX6F3gpp8,1
BQhX6F3gpp8_E_003642_003747_A_0034_0035,67,3,3642.8,3747.04,3677.1400000000003,3678.3900000000003,BQhX6F3gpp8,1
BQhX6F3gpp8_E_003642_003747_A_0043_0044,55,3,3642.8,3747.04,3686.03,3687.03,BQhX6F3gpp8,1
BQhX6F3gpp8_E_003642_003747_A_0052_0054,62,3,3642.8,3747.04,3695.46,3697.1000000000004,BQhX6F3gpp8,1
BQhX6F3gpp8_E_003642_003747_A_0084_0085,47,3,3642.8,3747.04,3727.3,3728.1400000000003,BQhX6F3gpp8,1
BQhX6F3gpp8_E_003998_004106_A_0015_0016,67,3,3998.24,4106.6,4013.37,4014.29,BQhX6F3gpp8,1
BQhX6F3gpp8_E_003998_004106_A_0016_0016,66,3,3998.24,4106.6,4014.33,4015.0099999999998,BQhX6F3gpp8,1
BQhX6F3gpp8_E_003998_004106_A_0016_0017,60,3,3998.24,4106.6,4015.0499999999997,4015.97,BQhX6F3gpp8,1
BQhX6F3gpp8_E_003998_004106_A_0029_0030,47,3,3998.24,4106.6,4027.45,4028.49,BQhX6F3gpp8,1
BQhX6F3gpp8_E_003998_004106_A_0030_0031,43,3,3998.24,4106.6,4028.77,4029.41,BQhX6F3gpp8,1
BQhX6F3gpp8_E_003998_004106_A_0034_0035,55,3,3998.24,4106.6,4032.6499999999996,4033.81,BQhX6F3gpp8,1
BQhX6F3gpp8_E_003998_004106_A_0043_0044,67,3,3998.24,4106.6,4041.77,4042.81,BQhX6F3gpp8,1
BQhX6F3gpp8_E_003998_004106_A_0044_0045,59,3,3998.24,4106.6,4042.85,4043.7299999999996,BQhX6F3gpp8,1
BQhX6F3gpp8_E_003998_004106_A_0063_0064,45,3,3998.24,4106.6,4061.89,4062.6099999999997,BQhX6F3gpp8,1
BQhX6F3gpp8_E_003998_004106_A_0089_0090,63,3,3998.24,4106.6,4087.6099999999997,4088.77,BQhX6F3gpp8,1
BQhX6F3gpp8_E_004301_004401_A_0026_0028,67,3,4301.08,4401.68,4327.88,4329.2,BQhX6F3gpp8,1
BQhX6F3gpp8_E_004301_004401_A_0041_0043,60,3,4301.08,4401.68,4342.68,4344.17,BQhX6F3gpp8,1
BQhX6F3gpp8_E_004301_004401_A_0047_0047,55,3,4301.08,4401.68,4348.09,4348.96,BQhX6F3gpp8,1
BQhX6F3gpp8_E_004301_004401_A_0058_0058,43,3,4301.08,4401.68,4359.2,4359.88,BQhX6F3gpp8,1
BQhX6F3gpp8_E_004301_004401_A_0059_0061,65,3,4301.08,4401.68,4360.32,4362.5599999999995,BQhX6F3gpp8,1
BQhX6F3gpp8_E_004301_004401_A_0065_0066,47,3,4301.08,4401.68,4366.92,4367.8,BQhX6F3gpp8,1
BQhX6F3gpp8_E_004301_004401_A_0072_0073,62,3,4301.08,4401.68,4373.72,4374.89,BQhX6F3gpp8,1
BQhX6F3gpp8_E_004570_004667_A_0028_0030,62,3,4570.72,4667.64,4599.67,4601.110000000001,BQhX6F3gpp8,1
BQhX6F3gpp8_E_004570_004667_A_0030_0032,62,3,4570.72,4667.64,4601.63,4603.39,BQhX6F3gpp8,1
BQhX6F3gpp8_E_004570_004667_A_0038_0039,43,3,4570.72,4667.64,4609.47,4610.150000000001,BQhX6F3gpp8,1
BQhX6F3gpp8_E_004570_004667_A_0057_0059,55,3,4570.72,4667.64,4628.27,4630.030000000001,BQhX6F3gpp8,1
BQhX6F3gpp8_E_004904_005002_A_0037_0038,67,3,4904.92,5002.12,4942.63,4943.79,BQhX6F3gpp8,1
BQhX6F3gpp8_E_004904_005002_A_0038_0039,59,3,4904.92,5002.12,4943.83,4944.83,BQhX6F3gpp8,1
BQhX6F3gpp8_E_004904_005002_A_0055_0056,43,3,4904.92,5002.12,4960.39,4961.07,BQhX6F3gpp8,1
BQhX6F3gpp8_E_004904_005002_A_0062_0064,62,3,4904.92,5002.12,4967.79,4969.1900000000005,BQhX6F3gpp8,1
BQhX6F3gpp8_E_004904_005002_A_0067_0068,43,3,4904.92,5002.12,4972.35,4973.27,BQhX6F3gpp8,1
BQhX6F3gpp8_E_004904_005002_A_0083_0084,47,3,4904.92,5002.12,4988.15,4988.99,BQhX6F3gpp8,1
BQhX6F3gpp8_E_004904_005002_A_0087_0088,67,3,4904.92,5002.12,4992.11,4993.47,BQhX6F3gpp8,1
BQhX6F3gpp8_E_005170_005259_A_0011_0012,43,3,5170.36,5259.68,5182.139999999999,5182.78,BQhX6F3gpp8,1
BQhX6F3gpp8_E_005170_005259_A_0019_0020,63,3,5170.36,5259.68,5189.54,5191.339999999999,BQhX6F3gpp8,1
BQhX6F3gpp8_E_005170_005259_A_0028_0029,67,3,5170.36,5259.68,5198.38,5199.42,BQhX6F3gpp8,1
BQhX6F3gpp8_E_005170_005259_A_0029_0030,59,3,5170.36,5259.68,5199.46,5200.46,BQhX6F3gpp8,1
BQhX6F3gpp8_E_005170_005259_A_0042_0042,47,3,5170.36,5259.68,5212.5,5213.339999999999,BQhX6F3gpp8,1
BQhX6F3gpp8_E_005170_005259_A_0043_0043,49,3,5170.36,5259.68,5213.38,5214.0599999999995,BQhX6F3gpp8,1
C5Yfd1IWjmM_E_001543_001637_A_0023_0024,67,3,1543.12,1637.68,1566.3799999999999,1567.54,C5Yfd1IWjmM,1
C5Yfd1IWjmM_E_001543_001637_A_0024_0025,59,3,1543.12,1637.68,1567.58,1568.58,C5Yfd1IWjmM,1
C5Yfd1IWjmM_E_001543_001637_A_0050_0051,49,3,1543.12,1637.68,1593.62,1594.3799999999999,C5Yfd1IWjmM,1
C5Yfd1IWjmM_E_001543_001637_A_0059_0060,58,3,1543.12,1637.68,1602.3,1603.1799999999998,C5Yfd1IWjmM,1
C5Yfd1IWjmM_E_001543_001637_A_0065_0066,55,3,1543.12,1637.68,1609.02,1609.8999999999999,C5Yfd1IWjmM,1
C5Yfd1IWjmM_E_001543_001637_A_0075_0076,47,3,1543.12,1637.68,1618.9799999999998,1619.7399999999998,C5Yfd1IWjmM,1
C5Yfd1IWjmM_E_003005_003043_A_0025_0029,77,4,3005.4,3043.32,3030.7200000000003,3034.4500000000003,C5Yfd1IWjmM,1
C5Yfd1IWjmM_E_003703_003739_A_0010_0011,88,4,3703.24,3739.0,3713.81,3715.1699999999996,C5Yfd1IWjmM,1
C5Yfd1IWjmM_E_003703_003739_A_0015_0016,88,4,3703.24,3739.0,3718.74,3720.06,C5Yfd1IWjmM,1
C5Yfd1IWjmM_E_005232_005308_A_0018_0019,47,3,5232.76,5308.04,5251.21,5252.01,C5Yfd1IWjmM,1
C5Yfd1IWjmM_E_005232_005308_A_0028_0029,66,3,5232.76,5308.04,5261.1,5261.77,C5Yfd1IWjmM,1
C5Yfd1IWjmM_E_005232_005308_A_0029_0029,60,3,5232.76,5308.04,5261.81,5262.6900000000005,C5Yfd1IWjmM,1
C5Yfd1IWjmM_E_005232_005308_A_0045_0045,63,3,5232.76,5308.04,5277.89,5278.650000000001,C5Yfd1IWjmM,1
C5Yfd1IWjmM_E_005232_005308_A_0071_0072,67,3,5232.76,5308.04,5304.320000000001,5305.150000000001,C5Yfd1IWjmM,1
C5Yfd1IWjmM_E_005232_005308_A_0072_0073,66,3,5232.76,5308.04,5305.1900000000005,5305.77,C5Yfd1IWjmM,1
C5Yfd1IWjmM_E_006041_006127_A_0018_0019,43,3,6041.32,6127.84,6059.92,6060.63,C5Yfd1IWjmM,1
C5Yfd1IWjmM_E_006041_006127_A_0042_0043,67,3,6041.32,6127.84,6083.69,6084.54,C5Yfd1IWjmM,1
C5Yfd1IWjmM_E_006041_006127_A_0043_0044,59,3,6041.32,6127.84,6084.58,6085.32,C5Yfd1IWjmM,1
C5Yfd1IWjmM_E_006041_006127_A_0044_0044,59,3,6041.32,6127.84,6085.36,6086.24,C5Yfd1IWjmM,1
C5Yfd1IWjmM_E_006041_006127_A_0050_0051,63,3,6041.32,6127.84,6092.17,6092.929999999999,C5Yfd1IWjmM,1
C5Yfd1IWjmM_E_006041_006127_A_0062_0063,47,3,6041.32,6127.84,6104.19,6105.17,C5Yfd1IWjmM,1
C5Yfd1IWjmM_E_006041_006127_A_0083_0084,67,3,6041.32,6127.84,6124.599999999999,6125.42,C5Yfd1IWjmM,1
C5Yfd1IWjmM_E_006041_006127_A_0084_0084,66,3,6041.32,6127.84,6125.46,6126.0599999999995,C5Yfd1IWjmM,1
C5Yfd1IWjmM_E_006341_006431_A_0022_0023,67,3,6341.32,6431.12,6363.469999999999,6364.37,C5Yfd1IWjmM,1
C5Yfd1IWjmM_E_006341_006431_A_0023_0024,59,3,6341.32,6431.12,6364.41,6365.62,C5Yfd1IWjmM,1
C5Yfd1IWjmM_E_006341_006431_A_0029_0030,47,3,6341.32,6431.12,6370.69,6371.679999999999,C5Yfd1IWjmM,1
C5Yfd1IWjmM_E_006341_006431_A_0034_0035,49,3,6341.32,6431.12,6375.99,6376.889999999999,C5Yfd1IWjmM,1
C5Yfd1IWjmM_E_006341_006431_A_0044_0045,55,3,6341.32,6431.12,6385.5,6386.9,C5Yfd1IWjmM,1
C5Yfd1IWjmM_E_006341_006431_A_0055_0056,62,3,6341.32,6431.12,6396.5199999999995,6397.679999999999,C5Yfd1IWjmM,1
C5Yfd1IWjmM_E_006341_006431_A_0060_0061,43,3,6341.32,6431.12,6401.54,6402.41,C5Yfd1IWjmM,1
CUuRl0Bwbbc_E_000103_000171_A_0060_0062,79,4,103.48,171.12,163.86,166.07,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_000103_000171_A_0062_0064,79,4,103.48,171.12,166.11,167.73000000000002,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_000857_000923_A_0019_0021,79,4,857.88,923.4,877.81,879.76,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_000857_000923_A_0060_0061,79,4,857.88,923.4,917.89,919.69,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_001154_001243_A_0012_0013,64,3,1154.2,1243.88,1166.6200000000001,1167.63,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_001154_001243_A_0014_0015,67,3,1154.2,1243.88,1168.93,1169.7,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_001154_001243_A_0015_0016,59,3,1154.2,1243.88,1169.74,1170.6200000000001,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_001154_001243_A_0022_0023,47,3,1154.2,1243.88,1176.72,1177.92,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_001154_001243_A_0024_0024,60,3,1154.2,1243.88,1178.3600000000001,1179.15,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_001154_001243_A_0029_0030,43,3,1154.2,1243.88,1183.27,1184.2,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_001154_001243_A_0045_0047,53,3,1154.2,1243.88,1200.1000000000001,1201.89,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_001154_001243_A_0054_0055,49,3,1154.2,1243.88,1208.48,1209.44,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_001154_001243_A_0060_0061,62,3,1154.2,1243.88,1214.68,1215.6000000000001,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_001154_001243_A_0085_0086,67,3,1154.2,1243.88,1240.16,1240.92,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_001154_001243_A_0086_0087,66,3,1154.2,1243.88,1240.96,1241.6000000000001,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_001154_001243_A_0087_0089,73,3,1154.2,1243.88,1241.64,1243.8500000000001,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_001393_001492_A_0024_0025,64,3,1393.44,1492.84,1417.88,1418.81,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_001393_001492_A_0026_0027,67,3,1393.44,1492.84,1420.3,1421.24,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_001393_001492_A_0039_0040,47,3,1393.44,1492.84,1433.04,1434.0900000000001,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_001393_001492_A_0041_0042,58,3,1393.44,1492.84,1434.7,1435.52,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_001393_001492_A_0044_0045,51,3,1393.44,1492.84,1438.17,1438.88,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_001393_001492_A_0053_0054,62,3,1393.44,1492.84,1446.49,1447.5,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_001393_001492_A_0059_0061,65,3,1393.44,1492.84,1452.98,1454.54,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_001393_001492_A_0064_0064,43,3,1393.44,1492.84,1457.6100000000001,1458.4,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_001393_001492_A_0086_0087,55,3,1393.44,1492.84,1479.8200000000002,1481.0800000000002,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_001393_001492_A_0096_0096,68,3,1393.44,1492.84,1489.56,1490.18,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_001739_001844_A_0019_0020,54,3,1739.48,1844.96,1759.08,1760.45,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_001739_001844_A_0067_0068,64,3,1739.48,1844.96,1806.96,1808.01,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_001739_001844_A_0069_0071,65,3,1739.48,1844.96,1808.81,1810.7,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_001739_001844_A_0071_0072,62,3,1739.48,1844.96,1811.27,1812.26,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_001739_001844_A_0076_0076,43,3,1739.48,1844.96,1815.65,1816.4,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_001739_001844_A_0101_0102,67,3,1739.48,1844.96,1840.66,1841.56,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_001739_001844_A_0102_0102,66,3,1739.48,1844.96,1841.6,1842.26,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_002152_002249_A_0017_0018,68,3,2152.44,2249.0,2170.12,2170.85,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_002152_002249_A_0018_0019,60,3,2152.44,2249.0,2170.89,2171.55,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_002152_002249_A_0027_0028,63,3,2152.44,2249.0,2180.12,2180.83,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_002152_002249_A_0038_0039,61,3,2152.44,2249.0,2190.69,2191.55,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_002152_002249_A_0063_0066,53,3,2152.44,2249.0,2216.25,2219.09,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_002152_002249_A_0066_0067,55,3,2152.44,2249.0,2219.15,2220.35,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_002152_002249_A_0075_0076,47,3,2152.44,2249.0,2227.87,2228.91,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_002152_002249_A_0093_0094,68,3,2152.44,2249.0,2245.85,2246.52,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_002519_002604_A_0019_0020,66,3,2519.8,2604.88,2539.42,2540.1400000000003,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_002519_002604_A_0020_0021,60,3,2519.8,2604.88,2540.19,2540.9700000000003,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_002519_002604_A_0031_0032,43,3,2519.8,2604.88,2551.36,2552.13,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_002519_002604_A_0043_0043,63,3,2519.8,2604.88,2562.9700000000003,2563.6400000000003,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_002519_002604_A_0044_0045,67,3,2519.8,2604.88,2564.63,2565.51,CUuRl0Bwbbc,1
CUuRl0Bwbbc_E_002519_002604_A_0045_0046,59,3,2519.8,2604.88,2565.55,2566.52,CUuRl0Bwbbc,1
